site_id,property_name,college_id,college_name,distance_miles,is_target
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","355","1070 Partners Way","1.19","false"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","511","1060 William Moore Dr","1.44","false"
"51px18q","1101 Gunnison Pl (Raleigh, NC)","354","2610 Cates Avenue","6.57","false"
"51px18q","1101 Gunnison Pl (Raleigh, NC)","355","1070 Partners Way","7.98","false"
"51px18q","1101 Gunnison Pl (Raleigh, NC)","511","1060 William Moore Dr","6.08","true"
"ocpjxe9lb5","Private House room listing","354","2610 Cates Avenue","8.04","false"
"ocpjxe9lb5","Private House room listing","355","1070 Partners Way","9.42","false"
"ocpjxe9lb5","Private House room listing","511","1060 William Moore Dr","7.53","false"
"6lbm6br","2810 Crestscene Trail (Raleigh, NC)","354","2610 Cates Avenue","2.74","true"
"6lbm6br","2810 Crestscene Trail (Raleigh, NC)","355","1070 Partners Way","1.5","false"
"6lbm6br","2810 Crestscene Trail (Raleigh, NC)","511","1060 William Moore Dr","5.05","false"
"ocp4lh373j","Hub Raleigh – 4x2 Lease Takeover, Available Now","354","2610 Cates Avenue","0.16","false"
"ocp4lh373j","Hub Raleigh – 4x2 Lease Takeover, Available Now","355","1070 Partners Way","0.87","false"
"ocp4lh373j","Hub Raleigh – 4x2 Lease Takeover, Available Now","511","1060 William Moore Dr","2.33","false"
"dnbdmqk","2626 Wolf Cub Ct (Raleigh, NC)","354","2610 Cates Avenue","3.17","false"
"dnbdmqk","2626 Wolf Cub Ct (Raleigh, NC)","355","1070 Partners Way","1.43","true"
"dnbdmqk","2626 Wolf Cub Ct (Raleigh, NC)","511","1060 William Moore Dr","7.56","false"
"ocp5cx5drn","Valentine Commons","354","2610 Cates Avenue","200","false"
"ocp5cx5drn","Valentine Commons","355","1070 Partners Way","200","false"
"ocp5cx5drn","Valentine Commons","511","1060 William Moore Dr","200","false"
"teq7kh8","1233 S Blount St (Raleigh, NC)","354","2610 Cates Avenue","2.25","true"
"teq7kh8","1233 S Blount St (Raleigh, NC)","355","1070 Partners Way","2.05","false"
"teq7kh8","1233 S Blount St (Raleigh, NC)","511","1060 William Moore Dr","5.68","false"
"ocpsgy1zk5","Family Neighborhood with Greenway Access","354","2610 Cates Avenue","5.14","false"
"ocpsgy1zk5","Family Neighborhood with Greenway Access","355","1070 Partners Way","6.63","false"
"ocpsgy1zk5","Family Neighborhood with Greenway Access","511","1060 William Moore Dr","8.09","false"
"se736e5","College Inn","354","2610 Cates Avenue","0.12","true"
"se736e5","College Inn","355","1070 Partners Way","0.46","false"
"se736e5","College Inn","511","1060 William Moore Dr","2.09","false"
"ocp0gch9g2","Quiet Furnished Room in Cary – Private Bath, Storage, Driveway Access, Near Bus 3","354","2610 Cates Avenue","6.37","false"
"ocp0gch9g2","Quiet Furnished Room in Cary – Private Bath, Storage, Driveway Access, Near Bus 3","355","1070 Partners Way","8.65","false"
"ocp0gch9g2","Quiet Furnished Room in Cary – Private Bath, Storage, Driveway Access, Near Bus 3","511","1060 William Moore Dr","6.14","false"
"r2tht53","Room in House on Tall Rock Ct","354","2610 Cates Avenue","6.92","true"
"r2tht53","Room in House on Tall Rock Ct","355","1070 Partners Way","9.4","false"
"r2tht53","Room in House on Tall Rock Ct","511","1060 William Moore Dr","12.6","false"
"ocp1ddchy6","Village Green","354","2610 Cates Avenue","2.28","false"
"ocp1ddchy6","Village Green","355","1070 Partners Way","0.4","false"
"ocp1ddchy6","Village Green","511","1060 William Moore Dr","8.43","false"
"r66ecw0","Room in Duplex on Bragg St","354","2610 Cates Avenue","3.1","false"
"r66ecw0","Room in Duplex on Bragg St","355","1070 Partners Way","2.66","true"
"r66ecw0","Room in Duplex on Bragg St","511","1060 William Moore Dr","6","false"
"ocpmf8tflk","St. Albans Lofts in North Hills","354","2610 Cates Avenue","5.4","false"
"ocpmf8tflk","St. Albans Lofts in North Hills","355","1070 Partners Way","8.87","false"
"ocpmf8tflk","St. Albans Lofts in North Hills","511","1060 William Moore Dr","6.97","false"
"kf77vv8","Room in Condo on Collegiate Cir","354","2610 Cates Avenue","1.74","false"
"kf77vv8","Room in Condo on Collegiate Cir","355","1070 Partners Way","0.87","true"
"kf77vv8","Room in Condo on Collegiate Cir","511","1060 William Moore Dr","3.21","false"
"ocphycq162","Cozy house 10 min walk to campus","354","2610 Cates Avenue","0.64","false"
"ocphycq162","Cozy house 10 min walk to campus","355","1070 Partners Way","1.31","false"
"ocphycq162","Cozy house 10 min walk to campus","511","1060 William Moore Dr","3.09","false"
"hz5leg1","Room in Townhome on Ivory Run Way","354","2610 Cates Avenue","3.06","false"
"hz5leg1","Room in Townhome on Ivory Run Way","355","1070 Partners Way","1.56","true"
"hz5leg1","Room in Townhome on Ivory Run Way","511","1060 William Moore Dr","7.7","false"
"ocpszqbd35","Signature 1505 4X4 Apartment","354","2610 Cates Avenue","0.34","false"
"ocpszqbd35","Signature 1505 4X4 Apartment","355","1070 Partners Way","0.92","false"
"ocpszqbd35","Signature 1505 4X4 Apartment","511","1060 William Moore Dr","2.51","false"
"ocpsq5c5s4","Lupton Flats- 2 Bedroom 1 Bathroom Flat Available Now! Pre Leasing for August 2026!","354","2610 Cates Avenue","0.26","false"
"ocpsq5c5s4","Lupton Flats- 2 Bedroom 1 Bathroom Flat Available Now! Pre Leasing for August 2026!","355","1070 Partners Way","0.64","false"
"ocpsq5c5s4","Lupton Flats- 2 Bedroom 1 Bathroom Flat Available Now! Pre Leasing for August 2026!","511","1060 William Moore Dr","2.1","false"
"ocpbnn75s8","912 Chaney Rd. #100","354","2610 Cates Avenue","0.48","false"
"ocpbnn75s8","912 Chaney Rd. #100","355","1070 Partners Way","1.5","false"
"ocpbnn75s8","912 Chaney Rd. #100","511","1060 William Moore Dr","1.46","false"
"jkg82q6","Room in House on Joyner Pl","354","2610 Cates Avenue","5.58","true"
"jkg82q6","Room in House on Joyner Pl","355","1070 Partners Way","7.49","false"
"jkg82q6","Room in House on Joyner Pl","511","1060 William Moore Dr","5.77","false"
"ocp2bnnl9c","Townhome at Hampton Place, Morrisville, 20 to 25 minutes from NCSU.","354","2610 Cates Avenue","12.66","false"
"ocp2bnnl9c","Townhome at Hampton Place, Morrisville, 20 to 25 minutes from NCSU.","355","1070 Partners Way","16.02","false"
"ocp2bnnl9c","Townhome at Hampton Place, Morrisville, 20 to 25 minutes from NCSU.","511","1060 William Moore Dr","10.5","false"
"gc0phpz","591 E Cabarrus St (Raleigh, NC)","354","2610 Cates Avenue","2.34","true"
"gc0phpz","591 E Cabarrus St (Raleigh, NC)","355","1070 Partners Way","2.39","false"
"gc0phpz","591 E Cabarrus St (Raleigh, NC)","511","1060 William Moore Dr","5.91","false"
"ocp0gblz91","Great value in beautiful SW Raleigh","354","2610 Cates Avenue","3.84","false"
"ocp0gblz91","Great value in beautiful SW Raleigh","355","1070 Partners Way","1.82","false"
"ocp0gblz91","Great value in beautiful SW Raleigh","511","1060 William Moore Dr","6.06","false"
"ocplp7c98d","Collegeview Apartments","354","2610 Cates Avenue","0.34","false"
"ocplp7c98d","Collegeview Apartments","355","1070 Partners Way","0.49","false"
"ocplp7c98d","Collegeview Apartments","511","1060 William Moore Dr","2.18","false"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","354","2610 Cates Avenue","2.75","false"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","355","1070 Partners Way","5.65","false"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","511","1060 William Moore Dr","2.59","false"
"33f756e","University Village at 2505","354","2610 Cates Avenue","3.21","true"
"33f756e","University Village at 2505","355","1070 Partners Way","1.08","false"
"33f756e","University Village at 2505","511","1060 William Moore Dr","8.17","false"
"ocphe602k0","Apartment close to campus","354","2610 Cates Avenue","2.24","false"
"ocphe602k0","Apartment close to campus","355","1070 Partners Way","0.81","false"
"ocphe602k0","Apartment close to campus","511","1060 William Moore Dr","7.49","false"
"zfenc9w","Room in Condo on Wolfmill Dr","354","2610 Cates Avenue","2.23","false"
"zfenc9w","Room in Condo on Wolfmill Dr","355","1070 Partners Way","0.85","true"
"zfenc9w","Room in Condo on Wolfmill Dr","511","1060 William Moore Dr","5.09","false"
"ocpvv9069d","912 Chaney Rd. #102","354","2610 Cates Avenue","0.48","false"
"ocpvv9069d","912 Chaney Rd. #102","355","1070 Partners Way","1.49","false"
"ocpvv9069d","912 Chaney Rd. #102","511","1060 William Moore Dr","1.46","false"
"49jmmdh","Room in Townhome on Haskell Dr","354","2610 Cates Avenue","4.36","false"
"49jmmdh","Room in Townhome on Haskell Dr","355","1070 Partners Way","2.96","true"
"49jmmdh","Room in Townhome on Haskell Dr","511","1060 William Moore Dr","7.38","false"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","354","2610 Cates Avenue","5.02","false"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","355","1070 Partners Way","3.68","false"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","511","1060 William Moore Dr","7.01","false"
"wjt9dqk","Room in Condo on University Ct","354","2610 Cates Avenue","1.77","false"
"wjt9dqk","Room in Condo on University Ct","355","1070 Partners Way","1.1","true"
"wjt9dqk","Room in Condo on University Ct","511","1060 William Moore Dr","3.06","false"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","354","2610 Cates Avenue","0.76","false"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","355","1070 Partners Way","0.43","false"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","511","1060 William Moore Dr","2.37","false"
"bq6wzsb","Room in House on Quartz Ct","354","2610 Cates Avenue","5.55","true"
"bq6wzsb","Room in House on Quartz Ct","355","1070 Partners Way","4.41","false"
"bq6wzsb","Room in House on Quartz Ct","511","1060 William Moore Dr","12.26","false"
"ocp4t7wmxk","University Oaks","354","2610 Cates Avenue","0.33","false"
"ocp4t7wmxk","University Oaks","355","1070 Partners Way","0.83","false"
"ocp4t7wmxk","University Oaks","511","1060 William Moore Dr","1.7","false"
"z44390w","Lofts at Lineberry","354","2610 Cates Avenue","122.47","false"
"z44390w","Lofts at Lineberry","355","1070 Partners Way","124.81","false"
"z44390w","Lofts at Lineberry","511","1060 William Moore Dr","120.13","true"
"ocp90bdzb4","Brick Bungalow close to Campus","354","2610 Cates Avenue","2.81","false"
"ocp90bdzb4","Brick Bungalow close to Campus","355","1070 Partners Way","5.02","false"
"ocp90bdzb4","Brick Bungalow close to Campus","511","1060 William Moore Dr","6.58","false"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","354","2610 Cates Avenue","1.06","false"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","355","1070 Partners Way","2.58","false"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","511","1060 William Moore Dr","1.96","false"
"ocpq99qjpx","Apartment close to NCSU","354","2610 Cates Avenue","1.72","false"
"ocpq99qjpx","Apartment close to NCSU","355","1070 Partners Way","0.79","false"
"ocpq99qjpx","Apartment close to NCSU","511","1060 William Moore Dr","3.14","false"
"gdtz0ww","3111 Kentish Town Ln (Raleigh, NC)","354","2610 Cates Avenue","3.79","false"
"gdtz0ww","3111 Kentish Town Ln (Raleigh, NC)","355","1070 Partners Way","5.61","false"
"gdtz0ww","3111 Kentish Town Ln (Raleigh, NC)","511","1060 William Moore Dr","1.82","true"
"ocps6ymwl7","University Woods","354","2610 Cates Avenue","2.18","false"
"ocps6ymwl7","University Woods","355","1070 Partners Way","6.39","false"
"ocps6ymwl7","University Woods","511","1060 William Moore Dr","5.08","false"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","354","2610 Cates Avenue","4.73","false"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","355","1070 Partners Way","2.78","true"
"9m73sq5","Room in Townhome on Macedonia Lake Dr","511","1060 William Moore Dr","6.02","false"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","354","2610 Cates Avenue","1.72","false"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","355","1070 Partners Way","1.55","false"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","511","1060 William Moore Dr","3.2","false"
"5hme2mn","The Station Raleigh","354","2610 Cates Avenue","2.13","true"
"5hme2mn","The Station Raleigh","355","1070 Partners Way","3.69","false"
"5hme2mn","The Station Raleigh","511","1060 William Moore Dr","0.49","false"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","354","2610 Cates Avenue","1.72","false"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","355","1070 Partners Way","1.55","false"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","511","1060 William Moore Dr","3.2","false"
"lpl9fce","2850 Sanderford Rd (Raleigh, NC)","354","2610 Cates Avenue","5.86","false"
"lpl9fce","2850 Sanderford Rd (Raleigh, NC)","355","1070 Partners Way","4","true"
"lpl9fce","2850 Sanderford Rd (Raleigh, NC)","511","1060 William Moore Dr","12.57","false"
"ocp706k96x","Six Forks townhome","354","2610 Cates Avenue","9.72","false"
"ocp706k96x","Six Forks townhome","355","1070 Partners Way","11.12","false"
"ocp706k96x","Six Forks townhome","511","1060 William Moore Dr","9.23","false"
"k8k3t7b","Room in House on Old Farm Rd","354","2610 Cates Avenue","3.06","false"
"k8k3t7b","Room in House on Old Farm Rd","355","1070 Partners Way","3.42","false"
"k8k3t7b","Room in House on Old Farm Rd","511","1060 William Moore Dr","2.36","true"
"ocpssgbbl7","Inona Place","354","2610 Cates Avenue","3.55","false"
"ocpssgbbl7","Inona Place","355","1070 Partners Way","3.78","false"
"ocpssgbbl7","Inona Place","511","1060 William Moore Dr","3.04","false"
"3zb9brd","Room in House on Slippery Elm Dr","354","2610 Cates Avenue","6.38","false"
"3zb9brd","Room in House on Slippery Elm Dr","355","1070 Partners Way","5.29","true"
"3zb9brd","Room in House on Slippery Elm Dr","511","1060 William Moore Dr","9.54","false"
"ocpd9wnxdk","$3600 saving on 2*2 Sublet at Stanhope Apartment for NC STATE","354","2610 Cates Avenue","0.15","false"
"ocpd9wnxdk","$3600 saving on 2*2 Sublet at Stanhope Apartment for NC STATE","355","1070 Partners Way","1.21","false"
"ocpd9wnxdk","$3600 saving on 2*2 Sublet at Stanhope Apartment for NC STATE","511","1060 William Moore Dr","1.38","false"
"0nhgh82","Room in Condo on Carlton Ave","354","2610 Cates Avenue","0.19","true"
"0nhgh82","Room in Condo on Carlton Ave","355","1070 Partners Way","0.84","false"
"0nhgh82","Room in Condo on Carlton Ave","511","1060 William Moore Dr","1.56","false"
"ocp67ldb5s","The Wilde","354","2610 Cates Avenue","2.26","false"
"ocp67ldb5s","The Wilde","355","1070 Partners Way","1.02","false"
"ocp67ldb5s","The Wilde","511","1060 William Moore Dr","5.13","false"
"w6v7z0h","Room in Condo on University Ct","354","2610 Cates Avenue","1.75","false"
"w6v7z0h","Room in Condo on University Ct","355","1070 Partners Way","1.09","true"
"w6v7z0h","Room in Condo on University Ct","511","1060 William Moore Dr","3.04","false"
"ocp0psn632","An apartments with 3 bed and 3 bath for NC State Students www.ncstudentsliving.com","354","2610 Cates Avenue","2.24","false"
"ocp0psn632","An apartments with 3 bed and 3 bath for NC State Students www.ncstudentsliving.com","355","1070 Partners Way","0.81","false"
"ocp0psn632","An apartments with 3 bed and 3 bath for NC State Students www.ncstudentsliving.com","511","1060 William Moore Dr","5.11","false"
"l1e6hxd","707 E Martin St (Raleigh, NC)","354","2610 Cates Avenue","2.35","true"
"l1e6hxd","707 E Martin St (Raleigh, NC)","355","1070 Partners Way","2.64","false"
"l1e6hxd","707 E Martin St (Raleigh, NC)","511","1060 William Moore Dr","12.04","false"
"ocpsqjgls7","Cozy private apt","354","2610 Cates Avenue","2.87","false"
"ocpsqjgls7","Cozy private apt","355","1070 Partners Way","6.03","false"
"ocpsqjgls7","Cozy private apt","511","1060 William Moore Dr","7.85","false"
"y6ff3gt","Room in Condo on Trailwood Heights Ln","354","2610 Cates Avenue","2.65","false"
"y6ff3gt","Room in Condo on Trailwood Heights Ln","355","1070 Partners Way","1.41","true"
"y6ff3gt","Room in Condo on Trailwood Heights Ln","511","1060 William Moore Dr","4.59","false"
"ocpk5yz73b","Stanhope Student Apartments","354","2610 Cates Avenue","0.15","false"
"ocpk5yz73b","Stanhope Student Apartments","355","1070 Partners Way","1.24","false"
"ocpk5yz73b","Stanhope Student Apartments","511","1060 William Moore Dr","1.4","false"
"hp3tns3","Room in House on Ravel St","354","2610 Cates Avenue","1.82","false"
"hp3tns3","Room in House on Ravel St","355","1070 Partners Way","1.49","true"
"hp3tns3","Room in House on Ravel St","511","1060 William Moore Dr","2.26","false"
"ocp5lwrmvq","Convenient Kaplan Dr property near NCSU buses, park, grocery, with parking space & private bathroom","354","2610 Cates Avenue","0.7","false"
"ocp5lwrmvq","Convenient Kaplan Dr property near NCSU buses, park, grocery, with parking space & private bathroom","355","1070 Partners Way","0.88","false"
"ocp5lwrmvq","Convenient Kaplan Dr property near NCSU buses, park, grocery, with parking space & private bathroom","511","1060 William Moore Dr","2.12","false"
"ocpf3gzfct","Champion Court Condo","354","2610 Cates Avenue","0","false"
"ocpf3gzfct","Champion Court Condo","355","1070 Partners Way","0.24","false"
"ocpf3gzfct","Champion Court Condo","511","1060 William Moore Dr","2.46","false"
"ocpvee4m9g","Furnished 4 bed 3 baths Ranch House, walk to NCSU, free parking","354","2610 Cates Avenue","0.2","false"
"ocpvee4m9g","Furnished 4 bed 3 baths Ranch House, walk to NCSU, free parking","355","1070 Partners Way","0.7","false"
"ocpvee4m9g","Furnished 4 bed 3 baths Ranch House, walk to NCSU, free parking","511","1060 William Moore Dr","1.64","false"
"ocpkrnvkk8","The Hub Raleigh","354","2610 Cates Avenue","0.16","false"
"ocpkrnvkk8","The Hub Raleigh","355","1070 Partners Way","0.87","false"
"ocpkrnvkk8","The Hub Raleigh","511","1060 William Moore Dr","2.33","false"
"ocpq292qyw","1st Month FREE!","354","2610 Cates Avenue","2.26","false"
"ocpq292qyw","1st Month FREE!","355","1070 Partners Way","0.86","false"
"ocpq292qyw","1st Month FREE!","511","1060 William Moore Dr","5.32","false"
"ocpqh8kxbz","Falcon Ridge subdivision","354","2610 Cates Avenue","0.71","false"
"ocpqh8kxbz","Falcon Ridge subdivision","355","1070 Partners Way","0.88","false"
"ocpqh8kxbz","Falcon Ridge subdivision","511","1060 William Moore Dr","2.12","false"
"ocpqfg7r3z","University Commons PRELEASING FOR 2026-2027","354","2610 Cates Avenue","0.54","false"
"ocpqfg7r3z","University Commons PRELEASING FOR 2026-2027","355","1070 Partners Way","0.71","false"
"ocpqfg7r3z","University Commons PRELEASING FOR 2026-2027","511","1060 William Moore Dr","2.34","false"
"ocpqsb7fkz","TWO BEDROOM TOWNHOUSE IN EXCELLENT CONDITION","354","2610 Cates Avenue","0.71","false"
"ocpqsb7fkz","TWO BEDROOM TOWNHOUSE IN EXCELLENT CONDITION","355","1070 Partners Way","0.88","false"
"ocpqsb7fkz","TWO BEDROOM TOWNHOUSE IN EXCELLENT CONDITION","511","1060 William Moore Dr","2.12","false"
"ocp8d9cwv0","Bright 2 BR, 2 BA unit in vibrant Person St district","354","2610 Cates Avenue","1.84","false"
"ocp8d9cwv0","Bright 2 BR, 2 BA unit in vibrant Person St district","355","1070 Partners Way","2.48","false"
"ocp8d9cwv0","Bright 2 BR, 2 BA unit in vibrant Person St district","511","1060 William Moore Dr","6.08","false"
"ocp9g1mkz6","Stylish Studio Condo on NC State University Campus","354","2610 Cates Avenue","0.18","false"
"ocp9g1mkz6","Stylish Studio Condo on NC State University Campus","355","1070 Partners Way","0","false"
"ocp9g1mkz6","Stylish Studio Condo on NC State University Campus","511","1060 William Moore Dr","2.4","false"
"ocpeg5yhcm","Avery Close","354","2610 Cates Avenue","0.19","false"
"ocpeg5yhcm","Avery Close","355","1070 Partners Way","0.17","false"
"ocpeg5yhcm","Avery Close","511","1060 William Moore Dr","2.41","false"
"ocpsnmx4w4","""Avery Close "" condos room available across from Centennial Campus NCSU NC State Raleigh","354","2610 Cates Avenue","0.2","false"
"ocpsnmx4w4","""Avery Close "" condos room available across from Centennial Campus NCSU NC State Raleigh","355","1070 Partners Way","0","false"
"ocpsnmx4w4","""Avery Close "" condos room available across from Centennial Campus NCSU NC State Raleigh","511","1060 William Moore Dr","2.45","false"
"ocp2k6k5g8","Furnished Room for Rent (Between Central and Centennial Campus)","354","2610 Cates Avenue","0.22","false"
"ocp2k6k5g8","Furnished Room for Rent (Between Central and Centennial Campus)","355","1070 Partners Way","0.19","false"
"ocp2k6k5g8","Furnished Room for Rent (Between Central and Centennial Campus)","511","1060 William Moore Dr","2.41","false"
