site_id,property_name,category_id,category_name,amenity_id,amenity_name
"ocp8c26c92","Fully Furnished 3BR Townhome Steps from Lake Johnson","Community Features","Community Features","43","International Student Friendly"
"ocp8c26c92","Fully Furnished 3BR Townhome Steps from Lake Johnson","Community Features","Community Features","19","Near Bus Stop"
"ocp8c26c92","Fully Furnished 3BR Townhome Steps from Lake Johnson","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocp8c26c92","Fully Furnished 3BR Townhome Steps from Lake Johnson","Convenient For","Convenient For","981","Undergraduates"
"ocp8c26c92","Fully Furnished 3BR Townhome Steps from Lake Johnson","Convenient For","Convenient For","982","Graduate Students"
"ocp8c26c92","Fully Furnished 3BR Townhome Steps from Lake Johnson","Convenient For","Convenient For","983","Faculty/Staff"
"rf696l2","Madison Hunters Glen","Lease Information","Lease Information","16","12 month lease"
"rf696l2","Madison Hunters Glen","Lease Information","Lease Information","17","9 month lease"
"rf696l2","Madison Hunters Glen","Lease Information","Lease Information","18","Flexible/Other lease"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","1","Air Conditioning"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","20","Carpet"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","26","Dishwasher"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","80","Extra Storage"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","8","Fireplace"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","82","Garbage Disposal"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","303","High-Speed Internet Available"
"rf696l2","Madison Hunters Glen","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"rf696l2","Madison Hunters Glen","Community Features","Community Features","10","Pool"
"rf696l2","Madison Hunters Glen","Community Features","Community Features","11","Tennis Court"
"rf696l2","Madison Hunters Glen","University Features","University Features","74","Private Shuttle to Campus"
"rf696l2","Madison Hunters Glen","Laundry","Laundry","33","Washer/Dryer Hookups"
"rf696l2","Madison Hunters Glen","Laundry","Laundry","9","Washer/Dryer in Unit"
"rf696l2","Madison Hunters Glen","Convenient For","Convenient For","981","Undergraduates"
"rf696l2","Madison Hunters Glen","Convenient For","Convenient For","982","Graduate Students"
"rf696l2","Madison Hunters Glen","Convenient For","Convenient For","983","Faculty/Staff"
"rf696l2","Madison Hunters Glen","Unique Features","Unique Features","","*Kitchen Pantry"
"rf696l2","Madison Hunters Glen","Unique Features","Unique Features","","Grilling Station and Outdoor Seating"
"rf696l2","Madison Hunters Glen","Unique Features","Unique Features","","Large Closets"
"rf696l2","Madison Hunters Glen","Unique Features","Unique Features","","Off-Leash Dog Park"
"rf696l2","Madison Hunters Glen","Unique Features","Unique Features","","Private Screened in Patios and Balconies"
"rf696l2","Madison Hunters Glen","Unique Features","Unique Features","","Washer/Dryer Included"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","1","Air Conditioning"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","20","Carpet"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","26","Dishwasher"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","8","Fireplace"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","7","Furnished"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","82","Garbage Disposal"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","21","Hardwood Floors"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","71","Outdoor Space"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Unit Features","Unit Features","41","Smoke-Free"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Security","Security","95","Dead-Bolt Locks"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Security","Security","99","Exterior Lighting"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Community Features","Community Features","19","Near Bus Stop"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Convenient For","Convenient For","981","Undergraduates"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Convenient For","Convenient For","982","Graduate Students"
"ocpszex2v4","Spacious bedroom with private bath in 2BR townhome – 5 minutes to NC State","Convenient For","Convenient For","983","Faculty/Staff"
"6mnn0qr","Live on Hillsborough","Unit Features","Unit Features","1","Air Conditioning"
"6mnn0qr","Live on Hillsborough","Unit Features","Unit Features","26","Dishwasher"
"6mnn0qr","Live on Hillsborough","Unit Features","Unit Features","82","Garbage Disposal"
"6mnn0qr","Live on Hillsborough","Community Features","Community Features","81","Elevator"
"6mnn0qr","Live on Hillsborough","Community Features","Community Features","10","Pool"
"6mnn0qr","Live on Hillsborough","Community Features","Community Features","44","Roommate Matching"
"6mnn0qr","Live on Hillsborough","Laundry","Laundry","9","Washer/Dryer in Unit"
"6mnn0qr","Live on Hillsborough","Convenient For","Convenient For","981","Undergraduates"
"6mnn0qr","Live on Hillsborough","Convenient For","Convenient For","982","Graduate Students"
"6mnn0qr","Live on Hillsborough","Convenient For","Convenient For","983","Faculty/Staff"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","BBQ Grills"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Close to Meredith College, William Peace University, North Carolina State University, and Other Loca"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Full Kitchen"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","In-Home Laundry"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","In-Unit Laundry"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Individual Leases"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Locations Along NCSU’s Wolfline"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Minutes from Pullen Park"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Outdoor Lounge Spaces in Every Building"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Package Lockers"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Private Bathrooms Available"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Private Bedrooms"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Resort-Style Pool"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Smart Thermostats & Locks (Limited Availability)"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Spacious Closets"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Stainless Appliances"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Steps Away from Downtown Raleigh"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","Valet Trash Service"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","White Cabinetry"
"6mnn0qr","Live on Hillsborough","Unique Features","Unique Features","","White Cabinetry (Premium Package)"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","1","Air Conditioning"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","20","Carpet"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","26","Dishwasher"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","80","Extra Storage"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","8","Fireplace"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","83","Garden/Yard"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","21","Hardwood Floors"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","71","Outdoor Space"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Unit Features","Unit Features","41","Smoke-Free"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Security","Security","95","Dead-Bolt Locks"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Community Features","Community Features","19","Near Bus Stop"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Laundry","Laundry","33","Washer/Dryer Hookups"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Convenient For","Convenient For","981","Undergraduates"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Convenient For","Convenient For","982","Graduate Students"
"ocp74dcp6w","Crabtree Woods Townhome West Raleigh","Convenient For","Convenient For","983","Faculty/Staff"
"nhblm0q","Viceroy Apartments","Lease Information","Lease Information","16","12 month lease"
"nhblm0q","Viceroy Apartments","Lease Information","Lease Information","17","9 month lease"
"nhblm0q","Viceroy Apartments","Lease Information","Lease Information","18","Flexible/Other lease"
"nhblm0q","Viceroy Apartments","Unit Features","Unit Features","1","Air Conditioning"
"nhblm0q","Viceroy Apartments","Unit Features","Unit Features","20","Carpet"
"nhblm0q","Viceroy Apartments","Unit Features","Unit Features","26","Dishwasher"
"nhblm0q","Viceroy Apartments","Unit Features","Unit Features","82","Garbage Disposal"
"nhblm0q","Viceroy Apartments","Unit Features","Unit Features","303","High-Speed Internet Available"
"nhblm0q","Viceroy Apartments","Laundry","Laundry","33","Washer/Dryer Hookups"
"nhblm0q","Viceroy Apartments","Convenient For","Convenient For","981","Undergraduates"
"nhblm0q","Viceroy Apartments","Convenient For","Convenient For","982","Graduate Students"
"nhblm0q","Viceroy Apartments","Convenient For","Convenient For","983","Faculty/Staff"
"nhblm0q","Viceroy Apartments","Unique Features","Unique Features","","Refreshed Quaint Look"
"nhblm0q","Viceroy Apartments","Unique Features","Unique Features","","Spacious Bedrooms"
"nhblm0q","Viceroy Apartments","Unique Features","Unique Features","","Upgraded Kitchen with White Cabinetry"
"nhblm0q","Viceroy Apartments","Unique Features","Unique Features","","Walkable Location to Shopping and Dining"
"nhblm0q","Viceroy Apartments","Unique Features","Unique Features","","Wood-Look Vinyl Flooring"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Unit Features","Unit Features","1","Air Conditioning"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Unit Features","Unit Features","26","Dishwasher"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Unit Features","Unit Features","7","Furnished"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Unit Features","Unit Features","21","Hardwood Floors"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Unit Features","Unit Features","41","Smoke-Free"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Security","Security","99","Exterior Lighting"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Community Features","Community Features","46","Individual Leases"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Community Features","Community Features","19","Near Bus Stop"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Community Features","Community Features","103","Walk to campus"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Convenient For","Convenient For","981","Undergraduates"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Convenient For","Convenient For","982","Graduate Students"
"ocpkb0kbhb","Great Location - Connected to Centennial Campus","Convenient For","Convenient For","983","Faculty/Staff"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","1","Air Conditioning"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","20","Carpet"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","15","Disability Accessible"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","26","Dishwasher"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","80","Extra Storage"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","7","Furnished"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","82","Garbage Disposal"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","21","Hardwood Floors"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","303","High-Speed Internet Available"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"jjs8f07","Village Green Student Housing","Unit Features","Unit Features","41","Smoke-Free"
"jjs8f07","Village Green Student Housing","Community Features","Community Features","265","Clubhouse"
"jjs8f07","Village Green Student Housing","Community Features","Community Features","45","Fitness Room"
"jjs8f07","Village Green Student Housing","Community Features","Community Features","46","Individual Leases"
"jjs8f07","Village Green Student Housing","Community Features","Community Features","10","Pool"
"jjs8f07","Village Green Student Housing","Community Features","Community Features","44","Roommate Matching"
"jjs8f07","Village Green Student Housing","Security","Security","96","Gated Community"
"jjs8f07","Village Green Student Housing","University Features","University Features","74","Private Shuttle to Campus"
"jjs8f07","Village Green Student Housing","Laundry","Laundry","33","Washer/Dryer Hookups"
"jjs8f07","Village Green Student Housing","Laundry","Laundry","9","Washer/Dryer in Unit"
"jjs8f07","Village Green Student Housing","Convenient For","Convenient For","981","Undergraduates"
"jjs8f07","Village Green Student Housing","Convenient For","Convenient For","982","Graduate Students"
"jjs8f07","Village Green Student Housing","Convenient For","Convenient For","983","Faculty/Staff"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","40"" Flat Screen TV"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","5' Swimming Pool"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Beach Volleyball"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Computer Lab"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Full Court Basketball"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Full-Size Washer and Dryer Included"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Furnished Individual Bedrooms"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Furnished Units"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Gated Community"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","High Speed WiFi"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Hourly Shuttle to NC State"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Individual Leases"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Intrusion Alarm"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Private Bath"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Sectional Sofa"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Stainless Steel Appliances - In Select Apartments"
"jjs8f07","Village Green Student Housing","Unique Features","Unique Features","","Walk-In Closet"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Unit Features","Unit Features","1","Air Conditioning"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Unit Features","Unit Features","20","Carpet"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Unit Features","Unit Features","26","Dishwasher"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Unit Features","Unit Features","80","Extra Storage"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Unit Features","Unit Features","21","Hardwood Floors"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Unit Features","Unit Features","41","Smoke-Free"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Community Features","Community Features","19","Near Bus Stop"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Convenient For","Convenient For","981","Undergraduates"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Convenient For","Convenient For","982","Graduate Students"
"ocpjh4j574","4BD/3.5BA townhome near NCSU & Downtown Raleigh available August 2026!","Convenient For","Convenient For","983","Faculty/Staff"
"8gchf40","The Hillsborough","Lease Information","Lease Information","16","12 month lease"
"8gchf40","The Hillsborough","Lease Information","Lease Information","17","9 month lease"
"8gchf40","The Hillsborough","Lease Information","Lease Information","18","Flexible/Other lease"
"8gchf40","The Hillsborough","Lease Information","Lease Information","42","Short-Term lease"
"8gchf40","The Hillsborough","Unit Features","Unit Features","1","Air Conditioning"
"8gchf40","The Hillsborough","Unit Features","Unit Features","26","Dishwasher"
"8gchf40","The Hillsborough","Unit Features","Unit Features","80","Extra Storage"
"8gchf40","The Hillsborough","Unit Features","Unit Features","7","Furnished"
"8gchf40","The Hillsborough","Unit Features","Unit Features","82","Garbage Disposal"
"8gchf40","The Hillsborough","Unit Features","Unit Features","303","High-Speed Internet Available"
"8gchf40","The Hillsborough","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"8gchf40","The Hillsborough","Unit Features","Unit Features","41","Smoke-Free"
"8gchf40","The Hillsborough","Community Features","Community Features","81","Elevator"
"8gchf40","The Hillsborough","Security","Security","96","Gated Community"
"8gchf40","The Hillsborough","Laundry","Laundry","33","Washer/Dryer Hookups"
"8gchf40","The Hillsborough","Laundry","Laundry","9","Washer/Dryer in Unit"
"8gchf40","The Hillsborough","Convenient For","Convenient For","981","Undergraduates"
"8gchf40","The Hillsborough","Convenient For","Convenient For","982","Graduate Students"
"8gchf40","The Hillsborough","Convenient For","Convenient For","983","Faculty/Staff"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Across the Street from NC State"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Air Conditioner"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Bike Racks"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Cable Ready"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Ceiling Fan"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Dishwasher"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Disposal"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Efficient Appliances"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","High Ceilings"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Large Closets"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Patio/Balcony"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Pets welcome"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Refrigerator"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","View"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Walking distance to restaurants"
"8gchf40","The Hillsborough","Unique Features","Unique Features","","Washer/Dryer"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","1","Air Conditioning"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","26","Dishwasher"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","80","Extra Storage"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","82","Garbage Disposal"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","21","Hardwood Floors"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","468","Loft"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","71","Outdoor Space"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Unit Features","Unit Features","41","Smoke-Free"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Security","Security","95","Dead-Bolt Locks"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Security","Security","99","Exterior Lighting"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Community Features","Community Features","19","Near Bus Stop"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Convenient For","Convenient For","981","Undergraduates"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Convenient For","Convenient For","982","Graduate Students"
"ocp032vj21","5 bedroom 5 full Bath luxury house with 1Gig AT&T Fiber and 1 free parking space per bedroom","Convenient For","Convenient For","983","Faculty/Staff"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","1","Air Conditioning"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","20","Carpet"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","15","Disability Accessible"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","26","Dishwasher"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","7","Furnished"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","82","Garbage Disposal"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","21","Hardwood Floors"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","303","High-Speed Internet Available"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"0pm7tt3","Campus West at Tryon","Unit Features","Unit Features","41","Smoke-Free"
"0pm7tt3","Campus West at Tryon","Community Features","Community Features","265","Clubhouse"
"0pm7tt3","Campus West at Tryon","Community Features","Community Features","45","Fitness Room"
"0pm7tt3","Campus West at Tryon","Community Features","Community Features","46","Individual Leases"
"0pm7tt3","Campus West at Tryon","Community Features","Community Features","10","Pool"
"0pm7tt3","Campus West at Tryon","Community Features","Community Features","44","Roommate Matching"
"0pm7tt3","Campus West at Tryon","Laundry","Laundry","9","Washer/Dryer in Unit"
"0pm7tt3","Campus West at Tryon","Convenient For","Convenient For","981","Undergraduates"
"0pm7tt3","Campus West at Tryon","Convenient For","Convenient For","982","Graduate Students"
"0pm7tt3","Campus West at Tryon","Convenient For","Convenient For","983","Faculty/Staff"
"0pm7tt3","Campus West at Tryon","Unique Features","Unique Features","","Private Bathrooms"
"0pm7tt3","Campus West at Tryon","Unique Features","Unique Features","","Private Bedrooms"
"ocpbhbkvy9","Voyager House","Lease Information","Lease Information","16","12 month lease"
"ocpbhbkvy9","Voyager House","Lease Information","Lease Information","17","9 month lease"
"ocpbhbkvy9","Voyager House","Lease Information","Lease Information","102","Academic Year"
"ocpbhbkvy9","Voyager House","Lease Information","Lease Information","18","Flexible/Other lease"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","1","Air Conditioning"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","26","Dishwasher"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","8","Fireplace"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","7","Furnished"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","82","Garbage Disposal"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","83","Garden/Yard"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","21","Hardwood Floors"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","71","Outdoor Space"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpbhbkvy9","Voyager House","Unit Features","Unit Features","41","Smoke-Free"
"ocpbhbkvy9","Voyager House","Security","Security","95","Dead-Bolt Locks"
"ocpbhbkvy9","Voyager House","Security","Security","99","Exterior Lighting"
"ocpbhbkvy9","Voyager House","Community Features","Community Features","46","Individual Leases"
"ocpbhbkvy9","Voyager House","Community Features","Community Features","43","International Student Friendly"
"ocpbhbkvy9","Voyager House","Community Features","Community Features","19","Near Bus Stop"
"ocpbhbkvy9","Voyager House","Laundry","Laundry","104","Laundry Access"
"ocpbhbkvy9","Voyager House","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpbhbkvy9","Voyager House","Convenient For","Convenient For","981","Undergraduates"
"ocpbhbkvy9","Voyager House","Convenient For","Convenient For","982","Graduate Students"
"ocpbhbkvy9","Voyager House","Convenient For","Convenient For","983","Faculty/Staff"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","1","Air Conditioning"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","20","Carpet"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","15","Disability Accessible"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","26","Dishwasher"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","7","Furnished"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","82","Garbage Disposal"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","303","High-Speed Internet Available"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"e13mz5m","University Suites Student Housing","Unit Features","Unit Features","41","Smoke-Free"
"e13mz5m","University Suites Student Housing","Community Features","Community Features","265","Clubhouse"
"e13mz5m","University Suites Student Housing","Community Features","Community Features","45","Fitness Room"
"e13mz5m","University Suites Student Housing","Community Features","Community Features","46","Individual Leases"
"e13mz5m","University Suites Student Housing","Community Features","Community Features","10","Pool"
"e13mz5m","University Suites Student Housing","Community Features","Community Features","44","Roommate Matching"
"e13mz5m","University Suites Student Housing","Lease Information","Lease Information","18","Flexible/Other lease"
"e13mz5m","University Suites Student Housing","University Features","University Features","74","Private Shuttle to Campus"
"e13mz5m","University Suites Student Housing","Laundry","Laundry","9","Washer/Dryer in Unit"
"e13mz5m","University Suites Student Housing","Convenient For","Convenient For","981","Undergraduates"
"e13mz5m","University Suites Student Housing","Convenient For","Convenient For","982","Graduate Students"
"e13mz5m","University Suites Student Housing","Convenient For","Convenient For","983","Faculty/Staff"
"e13mz5m","University Suites Student Housing","Unique Features","Unique Features","","2 Private Study Rooms"
"e13mz5m","University Suites Student Housing","Unique Features","Unique Features","","Billiard / Ping Pong"
