site_id,property_name,category_id,category_name,amenity_id,amenity_name
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Skydeck Social Lounge"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Social Courtyards with Comfortable Seating, Fire Pits, and Green Spaces"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Spin and Core Training Area"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Strength and Cardio Equipment"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Tech-Forward Co-Working Hubs & Focus Pods"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Undermount Kitchen Sink"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Walk-in Shower with Tile Surround"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Wood-style Plank Floors"
"hgdd8s0","Lantower Bullhouse","Unique Features","Unique Features","","Yoga and Interactive Studio"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","1","Air Conditioning"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","20","Carpet"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","26","Dishwasher"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","82","Garbage Disposal"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","83","Garden/Yard"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","21","Hardwood Floors"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","71","Outdoor Space"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Unit Features","Unit Features","41","Smoke-Free"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Security","Security","95","Dead-Bolt Locks"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Security","Security","99","Exterior Lighting"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Community Features","Community Features","19","Near Bus Stop"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Community Features","Community Features","103","Walk to campus"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Convenient For","Convenient For","981","Undergraduates"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Convenient For","Convenient For","982","Graduate Students"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","Convenient For","Convenient For","983","Faculty/Staff"
"p8mlexs","Valentine Commons","Lease Information","Lease Information","17","9 month lease"
"p8mlexs","Valentine Commons","Lease Information","Lease Information","18","Flexible/Other lease"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","1","Air Conditioning"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","20","Carpet"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","15","Disability Accessible"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","26","Dishwasher"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","7","Furnished"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","82","Garbage Disposal"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","21","Hardwood Floors"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","303","High-Speed Internet Available"
"p8mlexs","Valentine Commons","Unit Features","Unit Features","41","Smoke-Free"
"p8mlexs","Valentine Commons","Community Features","Community Features","265","Clubhouse"
"p8mlexs","Valentine Commons","Community Features","Community Features","81","Elevator"
"p8mlexs","Valentine Commons","Community Features","Community Features","45","Fitness Room"
"p8mlexs","Valentine Commons","Community Features","Community Features","46","Individual Leases"
"p8mlexs","Valentine Commons","Community Features","Community Features","44","Roommate Matching"
"p8mlexs","Valentine Commons","Community Features","Community Features","103","Walk to campus"
"p8mlexs","Valentine Commons","Security","Security","120","Courtesy Officer/Patrol"
"p8mlexs","Valentine Commons","Security","Security","98","Video Surveillance"
"p8mlexs","Valentine Commons","Laundry","Laundry","9","Washer/Dryer in Unit"
"p8mlexs","Valentine Commons","Convenient For","Convenient For","981","Undergraduates"
"p8mlexs","Valentine Commons","Convenient For","Convenient For","982","Graduate Students"
"p8mlexs","Valentine Commons","Convenient For","Convenient For","983","Faculty/Staff"
"p8mlexs","Valentine Commons","Unique Features","Unique Features","","24-hour Emergency Maintenance"
"p8mlexs","Valentine Commons","Unique Features","Unique Features","","Study Lounges on Every Floor"
"p8mlexs","Valentine Commons","Unique Features","Unique Features","","Valet Trash Service"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","16","12 month lease"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","17","9 month lease"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","102","Academic Year"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","18","Flexible/Other lease"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","42","Short-Term lease"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","77","Spring Sublet"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","75","Summer Sublet"
"ocp2evl6hb","University Oaks -","Lease Information","Lease Information","313","Winter Sublet"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","1","Air Conditioning"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","26","Dishwasher"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","7","Furnished"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","82","Garbage Disposal"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","21","Hardwood Floors"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","71","Outdoor Space"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocp2evl6hb","University Oaks -","Unit Features","Unit Features","41","Smoke-Free"
"ocp2evl6hb","University Oaks -","Security","Security","95","Dead-Bolt Locks"
"ocp2evl6hb","University Oaks -","Security","Security","99","Exterior Lighting"
"ocp2evl6hb","University Oaks -","Community Features","Community Features","43","International Student Friendly"
"ocp2evl6hb","University Oaks -","Community Features","Community Features","19","Near Bus Stop"
"ocp2evl6hb","University Oaks -","Community Features","Community Features","44","Roommate Matching"
"ocp2evl6hb","University Oaks -","Community Features","Community Features","103","Walk to campus"
"ocp2evl6hb","University Oaks -","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocp2evl6hb","University Oaks -","Convenient For","Convenient For","981","Undergraduates"
"ocp2evl6hb","University Oaks -","Convenient For","Convenient For","982","Graduate Students"
"ocp2evl6hb","University Oaks -","Convenient For","Convenient For","983","Faculty/Staff"
"fgrbwjv","Stanhope","Unit Features","Unit Features","1","Air Conditioning"
"fgrbwjv","Stanhope","Unit Features","Unit Features","20","Carpet"
"fgrbwjv","Stanhope","Unit Features","Unit Features","15","Disability Accessible"
"fgrbwjv","Stanhope","Unit Features","Unit Features","26","Dishwasher"
"fgrbwjv","Stanhope","Unit Features","Unit Features","7","Furnished"
"fgrbwjv","Stanhope","Unit Features","Unit Features","82","Garbage Disposal"
"fgrbwjv","Stanhope","Unit Features","Unit Features","303","High-Speed Internet Available"
"fgrbwjv","Stanhope","Unit Features","Unit Features","41","Smoke-Free"
"fgrbwjv","Stanhope","Community Features","Community Features","265","Clubhouse"
"fgrbwjv","Stanhope","Community Features","Community Features","46","Individual Leases"
"fgrbwjv","Stanhope","Community Features","Community Features","44","Roommate Matching"
"fgrbwjv","Stanhope","Community Features","Community Features","103","Walk to campus"
"fgrbwjv","Stanhope","Lease Information","Lease Information","18","Flexible/Other lease"
"fgrbwjv","Stanhope","Security","Security","97","Intercom"
"fgrbwjv","Stanhope","Security","Security","25","Security System"
"fgrbwjv","Stanhope","Laundry","Laundry","9","Washer/Dryer in Unit"
"fgrbwjv","Stanhope","Convenient For","Convenient For","981","Undergraduates"
"fgrbwjv","Stanhope","Convenient For","Convenient For","982","Graduate Students"
"fgrbwjv","Stanhope","Convenient For","Convenient For","983","Faculty/Staff"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Lease Information","Lease Information","16","12 month lease"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Lease Information","Lease Information","87","Semester"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Lease Information","Lease Information","42","Short-Term lease"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","1","Air Conditioning"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","26","Dishwasher"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","82","Garbage Disposal"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","83","Garden/Yard"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","21","Hardwood Floors"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","41","Smoke-Free"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Security","Security","95","Dead-Bolt Locks"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Community Features","Community Features","46","Individual Leases"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Community Features","Community Features","43","International Student Friendly"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Community Features","Community Features","103","Walk to campus"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Convenient For","Convenient For","981","Undergraduates"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Convenient For","Convenient For","982","Graduate Students"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","Convenient For","Convenient For","983","Faculty/Staff"
"86fjg60","HeyDay Raleigh","Convenient For","Convenient For","981","Undergraduates"
"86fjg60","HeyDay Raleigh","Convenient For","Convenient For","982","Graduate Students"
"86fjg60","HeyDay Raleigh","Convenient For","Convenient For","983","Faculty/Staff"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Unit Features","Unit Features","1","Air Conditioning"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Unit Features","Unit Features","26","Dishwasher"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Unit Features","Unit Features","7","Furnished"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Unit Features","Unit Features","41","Smoke-Free"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Security","Security","95","Dead-Bolt Locks"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Security","Security","99","Exterior Lighting"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Community Features","Community Features","46","Individual Leases"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Community Features","Community Features","43","International Student Friendly"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Community Features","Community Features","19","Near Bus Stop"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Community Features","Community Features","103","Walk to campus"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Convenient For","Convenient For","981","Undergraduates"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","Convenient For","Convenient For","982","Graduate Students"
"9de4we5","LYV Woodcroft at Southpoint","Lease Information","Lease Information","16","12 month lease"
"9de4we5","LYV Woodcroft at Southpoint","Lease Information","Lease Information","17","9 month lease"
"9de4we5","LYV Woodcroft at Southpoint","Lease Information","Lease Information","18","Flexible/Other lease"
"9de4we5","LYV Woodcroft at Southpoint","Lease Information","Lease Information","42","Short-Term lease"
"9de4we5","LYV Woodcroft at Southpoint","Unit Features","Unit Features","1","Air Conditioning"
"9de4we5","LYV Woodcroft at Southpoint","Unit Features","Unit Features","20","Carpet"
"9de4we5","LYV Woodcroft at Southpoint","Unit Features","Unit Features","26","Dishwasher"
"9de4we5","LYV Woodcroft at Southpoint","Unit Features","Unit Features","8","Fireplace"
"9de4we5","LYV Woodcroft at Southpoint","Unit Features","Unit Features","82","Garbage Disposal"
"9de4we5","LYV Woodcroft at Southpoint","Unit Features","Unit Features","303","High-Speed Internet Available"
"9de4we5","LYV Woodcroft at Southpoint","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"9de4we5","LYV Woodcroft at Southpoint","Community Features","Community Features","265","Clubhouse"
"9de4we5","LYV Woodcroft at Southpoint","Community Features","Community Features","45","Fitness Room"
"9de4we5","LYV Woodcroft at Southpoint","Community Features","Community Features","10","Pool"
"9de4we5","LYV Woodcroft at Southpoint","Laundry","Laundry","9","Washer/Dryer in Unit"
"9de4we5","LYV Woodcroft at Southpoint","Convenient For","Convenient For","981","Undergraduates"
"9de4we5","LYV Woodcroft at Southpoint","Convenient For","Convenient For","982","Graduate Students"
"9de4we5","LYV Woodcroft at Southpoint","Convenient For","Convenient For","983","Faculty/Staff"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Lease Information","Lease Information","16","12 month lease"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Lease Information","Lease Information","87","Semester"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Lease Information","Lease Information","42","Short-Term lease"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","1","Air Conditioning"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","26","Dishwasher"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","82","Garbage Disposal"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","83","Garden/Yard"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","21","Hardwood Floors"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Security","Security","95","Dead-Bolt Locks"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Community Features","Community Features","46","Individual Leases"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Community Features","Community Features","43","International Student Friendly"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Community Features","Community Features","19","Near Bus Stop"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Community Features","Community Features","103","Walk to campus"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Convenient For","Convenient For","981","Undergraduates"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Convenient For","Convenient For","982","Graduate Students"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","Convenient For","Convenient For","983","Faculty/Staff"
"gky0hgw","Willow Bend Apartments","Lease Information","Lease Information","16","12 month lease"
"gky0hgw","Willow Bend Apartments","Lease Information","Lease Information","17","9 month lease"
"gky0hgw","Willow Bend Apartments","Lease Information","Lease Information","18","Flexible/Other lease"
"gky0hgw","Willow Bend Apartments","Unit Features","Unit Features","1","Air Conditioning"
"gky0hgw","Willow Bend Apartments","Unit Features","Unit Features","303","High-Speed Internet Available"
"gky0hgw","Willow Bend Apartments","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"gky0hgw","Willow Bend Apartments","Unit Features","Unit Features","41","Smoke-Free"
"gky0hgw","Willow Bend Apartments","Community Features","Community Features","45","Fitness Room"
"gky0hgw","Willow Bend Apartments","Laundry","Laundry","33","Washer/Dryer Hookups"
"gky0hgw","Willow Bend Apartments","Convenient For","Convenient For","981","Undergraduates"
"gky0hgw","Willow Bend Apartments","Convenient For","Convenient For","982","Graduate Students"
"gky0hgw","Willow Bend Apartments","Convenient For","Convenient For","983","Faculty/Staff"
"gky0hgw","Willow Bend Apartments","Unique Features","Unique Features","","Large Closets"
"gky0hgw","Willow Bend Apartments","Unique Features","Unique Features","","On-Site Management"
"gky0hgw","Willow Bend Apartments","Unique Features","Unique Features","","Open Concept Floor Plans"
"gky0hgw","Willow Bend Apartments","Unique Features","Unique Features","","Private Balcony"
"gky0hgw","Willow Bend Apartments","Unique Features","Unique Features","","Washer Dryer Hookup"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Unit Features","Unit Features","1","Air Conditioning"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Unit Features","Unit Features","26","Dishwasher"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Unit Features","Unit Features","21","Hardwood Floors"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Unit Features","Unit Features","468","Loft"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Unit Features","Unit Features","41","Smoke-Free"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Security","Security","95","Dead-Bolt Locks"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Security","Security","99","Exterior Lighting"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Community Features","Community Features","19","Near Bus Stop"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Convenient For","Convenient For","981","Undergraduates"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","Convenient For","Convenient For","982","Graduate Students"
"v534e5d","Kensington Park","Lease Information","Lease Information","16","12 month lease"
"v534e5d","Kensington Park","Lease Information","Lease Information","18","Flexible/Other lease"
"v534e5d","Kensington Park","Unit Features","Unit Features","1","Air Conditioning"
"v534e5d","Kensington Park","Unit Features","Unit Features","26","Dishwasher"
"v534e5d","Kensington Park","Unit Features","Unit Features","21","Hardwood Floors"
"v534e5d","Kensington Park","Unit Features","Unit Features","303","High-Speed Internet Available"
"v534e5d","Kensington Park","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"v534e5d","Kensington Park","Unit Features","Unit Features","41","Smoke-Free"
"v534e5d","Kensington Park","Community Features","Community Features","45","Fitness Room"
"v534e5d","Kensington Park","Community Features","Community Features","103","Walk to campus"
"v534e5d","Kensington Park","Laundry","Laundry","104","Laundry Access"
"v534e5d","Kensington Park","Laundry","Laundry","12","Laundry Room in Community"
"v534e5d","Kensington Park","Laundry","Laundry","33","Washer/Dryer Hookups"
"v534e5d","Kensington Park","Laundry","Laundry","9","Washer/Dryer in Unit"
"v534e5d","Kensington Park","Security","Security","25","Security System"
"v534e5d","Kensington Park","Convenient For","Convenient For","981","Undergraduates"
"v534e5d","Kensington Park","Convenient For","Convenient For","982","Graduate Students"
"v534e5d","Kensington Park","Convenient For","Convenient For","983","Faculty/Staff"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Lease Information","Lease Information","16","12 month lease"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Unit Features","Unit Features","1","Air Conditioning"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Unit Features","Unit Features","26","Dishwasher"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Unit Features","Unit Features","80","Extra Storage"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Unit Features","Unit Features","303","High-Speed Internet Available"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Unit Features","Unit Features","41","Smoke-Free"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Security","Security","95","Dead-Bolt Locks"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Security","Security","99","Exterior Lighting"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Community Features","Community Features","19","Near Bus Stop"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Community Features","Community Features","103","Walk to campus"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Laundry","Laundry","9","Washer/Dryer in Unit"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Convenient For","Convenient For","981","Undergraduates"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","Convenient For","Convenient For","982","Graduate Students"
"0zm5l03","616 at the Village","Lease Information","Lease Information","16","12 month lease"
"0zm5l03","616 at the Village","Lease Information","Lease Information","17","9 month lease"
"0zm5l03","616 at the Village","Lease Information","Lease Information","18","Flexible/Other lease"
"0zm5l03","616 at the Village","Unit Features","Unit Features","1","Air Conditioning"
"0zm5l03","616 at the Village","Unit Features","Unit Features","20","Carpet"
"0zm5l03","616 at the Village","Unit Features","Unit Features","15","Disability Accessible"
"0zm5l03","616 at the Village","Unit Features","Unit Features","26","Dishwasher"
"0zm5l03","616 at the Village","Unit Features","Unit Features","80","Extra Storage"
"0zm5l03","616 at the Village","Unit Features","Unit Features","82","Garbage Disposal"
"0zm5l03","616 at the Village","Unit Features","Unit Features","21","Hardwood Floors"
"0zm5l03","616 at the Village","Unit Features","Unit Features","303","High-Speed Internet Available"
"0zm5l03","616 at the Village","Unit Features","Unit Features","468","Loft"
"0zm5l03","616 at the Village","Unit Features","Unit Features","6","Patio, Balcony, Porch or Deck"
"0zm5l03","616 at the Village","Unit Features","Unit Features","41","Smoke-Free"
"0zm5l03","616 at the Village","Community Features","Community Features","265","Clubhouse"
"0zm5l03","616 at the Village","Community Features","Community Features","81","Elevator"
"0zm5l03","616 at the Village","Community Features","Community Features","45","Fitness Room"
"0zm5l03","616 at the Village","Community Features","Community Features","10","Pool"
"0zm5l03","616 at the Village","Security","Security","25","Security System"
"0zm5l03","616 at the Village","Laundry","Laundry","9","Washer/Dryer in Unit"
"0zm5l03","616 at the Village","Convenient For","Convenient For","981","Undergraduates"
"0zm5l03","616 at the Village","Convenient For","Convenient For","982","Graduate Students"
"0zm5l03","616 at the Village","Convenient For","Convenient For","983","Faculty/Staff"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","10 to 12-Foot Ceilings in select apartments"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Bike Racks"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Bike Repair Room"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Billiards Game Room"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Bocce Ball Court"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Ceiling Fan in Living Room"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Close to Pullen Park"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Custom Cabinetry"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Designer Pendant Lighting"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Electric Vehicle Charging Stations"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Energy Efficient Stainless Steel Appliances"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","In-Home Washer and Dryer"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Large Closets"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Nest Thermostat"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Online Rental Payments"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Outdoor Bar, Grills, and TV Area"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Oversized Windows in select apartments"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Private Balcony/Patio in select apartments"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Rooftop Terrace with Views of Downtown Raleigh"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Subway Tile Backsplash"
"0zm5l03","616 at the Village","Unique Features","Unique Features","","Valet Living Trash Service"
