site_id,property_name,source,category,label,value,raw
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","search_price_tooltip","","Required Monthly Fees","$10","{""label"":""Required Monthly Fees"",""value"":""$10""}"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""Varies By Floorplan"",""category"":""Admin"",""class"":""italics""}"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","detail_expenses_utilities","utilities","Cable","","{""name"":""Cable"",""price"":""Included"",""category"":""Utility""}"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","detail_expenses_utilities","utilities","Heat","","{""name"":""Heat"",""price"":""Included"",""category"":""Utility""}"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","detail_expenses_utilities","utilities","High-Speed Internet","","{""name"":""High-Speed Internet"",""price"":""Included"",""category"":""Utility""}"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"ocphdtdgk2","105 Friendly Drive! Furnished Room Rentals with Utilities!","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"51px18q","1101 Gunnison Pl (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$3,200"",""category"":""Admin""}"
"51px18q","1101 Gunnison Pl (Raleigh, NC)","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"ocpjxe9lb5","Private House room listing","search_price_tooltip","","Base Rent","$1,000","{""label"":""Base Rent"",""value"":""$1,000""}"
"ocpjxe9lb5","Private House room listing","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"6lbm6br","2810 Crestscene Trail (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$2,500"",""category"":""Admin""}"
"ocp4lh373j","Hub Raleigh – 4x2 Lease Takeover, Available Now","search_price_tooltip","","Base Rent","$1,199","{""label"":""Base Rent"",""value"":""$1,199""}"
"ocp4lh373j","Hub Raleigh – 4x2 Lease Takeover, Available Now","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"dnbdmqk","2626 Wolf Cub Ct (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$1,895"",""category"":""Admin""}"
"dnbdmqk","2626 Wolf Cub Ct (Raleigh, NC)","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"ocp5cx5drn","Valentine Commons","search_price_tooltip","","Base Rent","$1,000 - $1,300","{""label"":""Base Rent"",""value"":""$1,000 - $1,300""}"
"ocp5cx5drn","Valentine Commons","search_price_tooltip","","Required Monthly Fees","$90","{""label"":""Required Monthly Fees"",""value"":""$90""}"
"teq7kh8","1233 S Blount St (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$1,500"",""category"":""Admin""}"
"teq7kh8","1233 S Blount St (Raleigh, NC)","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"teq7kh8","1233 S Blount St (Raleigh, NC)","detail_expenses_utilities","utilities","Gas","","{""name"":""Gas"",""price"":""Included"",""category"":""Utility""}"
"teq7kh8","1233 S Blount St (Raleigh, NC)","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"teq7kh8","1233 S Blount St (Raleigh, NC)","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocpsgy1zk5","Family Neighborhood with Greenway Access","search_price_tooltip","","Base Rent","$3,000 - $3,500","{""label"":""Base Rent"",""value"":""$3,000 - $3,500""}"
"ocpsgy1zk5","Family Neighborhood with Greenway Access","search_price_tooltip","","Required Monthly Fees","$100 - $140","{""label"":""Required Monthly Fees"",""value"":""$100 - $140""}"
"ocpsgy1zk5","Family Neighborhood with Greenway Access","search_price_tooltip","","Utilities and Essentials","Varies","{""label"":""Utilities and Essentials"",""value"":""Varies""}"
"se736e5","College Inn","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"se736e5","College Inn","detail_expenses_utilities","utilities","Gas","","{""name"":""Gas"",""price"":""Included"",""category"":""Utility""}"
"se736e5","College Inn","detail_expenses_utilities","utilities","Heat","","{""name"":""Heat"",""price"":""Included"",""category"":""Utility""}"
"se736e5","College Inn","detail_expenses_utilities","utilities","High-Speed Internet","","{""name"":""High-Speed Internet"",""price"":""Included"",""category"":""Utility""}"
"se736e5","College Inn","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocp0gch9g2","Quiet Furnished Room in Cary – Private Bath, Storage, Driveway Access, Near Bus 3","search_price_tooltip","","Base Rent","$950","{""label"":""Base Rent"",""value"":""$950""}"
"ocp0gch9g2","Quiet Furnished Room in Cary – Private Bath, Storage, Driveway Access, Near Bus 3","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocp1ddchy6","Village Green","search_price_tooltip","","Base Rent","$930","{""label"":""Base Rent"",""value"":""$930""}"
"ocp1ddchy6","Village Green","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocpmf8tflk","St. Albans Lofts in North Hills","search_price_tooltip","","Base Rent","$1,330","{""label"":""Base Rent"",""value"":""$1,330""}"
"ocpmf8tflk","St. Albans Lofts in North Hills","search_price_tooltip","","Required Monthly Fees","$115","{""label"":""Required Monthly Fees"",""value"":""$115""}"
"ocpmf8tflk","St. Albans Lofts in North Hills","search_price_tooltip","","Utilities and Essentials","Varies","{""label"":""Utilities and Essentials"",""value"":""Varies""}"
"ocphycq162","Cozy house 10 min walk to campus","search_price_tooltip","","Base Rent","$1,500","{""label"":""Base Rent"",""value"":""$1,500""}"
"ocphycq162","Cozy house 10 min walk to campus","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocpszqbd35","Signature 1505 4X4 Apartment","search_price_tooltip","","Base Rent","$1,230","{""label"":""Base Rent"",""value"":""$1,230""}"
"ocpszqbd35","Signature 1505 4X4 Apartment","search_price_tooltip","","Required Monthly Fees","$25","{""label"":""Required Monthly Fees"",""value"":""$25""}"
"ocpsq5c5s4","Lupton Flats- 2 Bedroom 1 Bathroom Flat Available Now! Pre Leasing for August 2026!","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$647"",""category"":""Admin""}"
"ocpbnn75s8","912 Chaney Rd. #100","search_price_tooltip","","Base Rent","$2,600","{""label"":""Base Rent"",""value"":""$2,600""}"
"ocpbnn75s8","912 Chaney Rd. #100","search_price_tooltip","","Required Monthly Fees","$50","{""label"":""Required Monthly Fees"",""value"":""$50""}"
"ocpbnn75s8","912 Chaney Rd. #100","search_price_tooltip","","Utilities and Essentials","Varies","{""label"":""Utilities and Essentials"",""value"":""Varies""}"
"ocp2bnnl9c","Townhome at Hampton Place, Morrisville, 20 to 25 minutes from NCSU.","search_price_tooltip","","Base Rent","$733","{""label"":""Base Rent"",""value"":""$733""}"
"ocp2bnnl9c","Townhome at Hampton Place, Morrisville, 20 to 25 minutes from NCSU.","search_price_tooltip","","Required Monthly Fees","$100 - $120","{""label"":""Required Monthly Fees"",""value"":""$100 - $120""}"
"gc0phpz","591 E Cabarrus St (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$2,600"",""category"":""Admin""}"
"ocp0gblz91","Great value in beautiful SW Raleigh","search_price_tooltip","","Base Rent","$850","{""label"":""Base Rent"",""value"":""$850""}"
"ocp0gblz91","Great value in beautiful SW Raleigh","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocplp7c98d","Collegeview Apartments","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""Varies By Floorplan"",""category"":""Admin"",""class"":""italics""}"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","search_price_tooltip","","Base Rent","$1,150","{""label"":""Base Rent"",""value"":""$1,150""}"
"ocpteqgjg8","Huge modern studio suite- private entrance and beth- near NCSU","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocphe602k0","Apartment close to campus","search_price_tooltip","","Base Rent","$1,800","{""label"":""Base Rent"",""value"":""$1,800""}"
"ocphe602k0","Apartment close to campus","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocpvv9069d","912 Chaney Rd. #102","search_price_tooltip","","Base Rent","$2,600","{""label"":""Base Rent"",""value"":""$2,600""}"
"ocpvv9069d","912 Chaney Rd. #102","search_price_tooltip","","Required Monthly Fees","$50","{""label"":""Required Monthly Fees"",""value"":""$50""}"
"ocpvv9069d","912 Chaney Rd. #102","search_price_tooltip","","Utilities and Essentials","Varies","{""label"":""Utilities and Essentials"",""value"":""Varies""}"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","search_price_tooltip","","Base Rent","$2,000","{""label"":""Base Rent"",""value"":""$2,000""}"
"ocpn54lxfn","3 bedroom home close to campus and downtown Raleigh(Utilities included)","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","search_price_tooltip","","Base Rent","$2,800","{""label"":""Base Rent"",""value"":""$2,800""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","detail_expenses_utilities","utilities","Heat","","{""name"":""Heat"",""price"":""Included"",""category"":""Utility""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","detail_expenses_utilities","utilities","High-Speed Internet","","{""name"":""High-Speed Internet"",""price"":""Included"",""category"":""Utility""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","detail_expenses_utilities","utilities","Recycling","","{""name"":""Recycling"",""price"":""Included"",""category"":""Utility""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"ocpg8zsjmz","Flex Stay | Lux Furnished | 3 Bed |  Pets OK | Utilities Incl. | International OK","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocp4t7wmxk","University Oaks","search_price_tooltip","","Base Rent","$725","{""label"":""Base Rent"",""value"":""$725""}"
"ocp4t7wmxk","University Oaks","search_price_tooltip","","Required Monthly Fees","None","{""label"":""Required Monthly Fees"",""value"":""None""}"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$200 - $400"",""category"":""Admin""}"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","detail_expenses_utilities","utilities","High-Speed Internet","","{""name"":""High-Speed Internet"",""price"":""Included"",""category"":""Utility""}"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"ocp9blcpd7","Studio, One and Two Bedrooms at Westgrove Towers","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocpq99qjpx","Apartment close to NCSU","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"ocpq99qjpx","Apartment close to NCSU","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"gdtz0ww","3111 Kentish Town Ln (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$2,675"",""category"":""Admin""}"
"ocps6ymwl7","University Woods","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$600"",""category"":""Admin""}"
"ocps6ymwl7","University Woods","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"ocps6ymwl7","University Woods","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"ocpvgtpebg","Lake Park Condos- Room Rental with Utilities","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"5hme2mn","The Station Raleigh","detail_expenses_utilities","utilities","Air Conditioning","","{""name"":""Air Conditioning"",""price"":""Included"",""category"":""Utility""}"
"5hme2mn","The Station Raleigh","detail_expenses_utilities","utilities","Cable","","{""name"":""Cable"",""price"":""Included"",""category"":""Utility""}"
"5hme2mn","The Station Raleigh","detail_expenses_utilities","utilities","Gas","","{""name"":""Gas"",""price"":""Included"",""category"":""Utility""}"
"5hme2mn","The Station Raleigh","detail_expenses_utilities","utilities","Heat","","{""name"":""Heat"",""price"":""Included"",""category"":""Utility""}"
"5hme2mn","The Station Raleigh","detail_expenses_utilities","utilities","High-Speed Internet","","{""name"":""High-Speed Internet"",""price"":""Included"",""category"":""Utility""}"
"5hme2mn","The Station Raleigh","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"5hme2mn","The Station Raleigh","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"ocp1kxjde4","Rent a WHOLE unit with water, electric, washer and dryer! 4 Bed 4 Bath! Lake Park Condos!","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"lpl9fce","2850 Sanderford Rd (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$650"",""category"":""Admin""}"
"lpl9fce","2850 Sanderford Rd (Raleigh, NC)","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"lpl9fce","2850 Sanderford Rd (Raleigh, NC)","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"lpl9fce","2850 Sanderford Rd (Raleigh, NC)","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocp0psn632","An apartments with 3 bed and 3 bath for NC State Students www.ncstudentsliving.com","detail_expenses_utilities","utilities","Recycling","","{""name"":""Recycling"",""price"":""Included"",""category"":""Utility""}"
"ocp0psn632","An apartments with 3 bed and 3 bath for NC State Students www.ncstudentsliving.com","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"ocp0psn632","An apartments with 3 bed and 3 bath for NC State Students www.ncstudentsliving.com","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"l1e6hxd","707 E Martin St (Raleigh, NC)","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""$2,650"",""category"":""Admin""}"
"l1e6hxd","707 E Martin St (Raleigh, NC)","detail_expenses_utilities","utilities","Trash Removal","","{""name"":""Trash Removal"",""price"":""Included"",""category"":""Utility""}"
"l1e6hxd","707 E Martin St (Raleigh, NC)","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocpqfg7r3z","University Commons PRELEASING FOR 2026-2027","detail_expenses_utilities","utilities","Electricity","","{""name"":""Electricity"",""price"":""Included"",""category"":""Utility""}"
"ocpqfg7r3z","University Commons PRELEASING FOR 2026-2027","detail_expenses_utilities","utilities","Water/Sewer","","{""name"":""Water/Sewer"",""price"":""Included"",""category"":""Utility""}"
"ocpeg5yhcm","Avery Close","detail_expenses_one_time","one_time","Security Deposit","","{""name"":""Security Deposit"",""price"":""Varies By Floorplan"",""category"":""Admin"",""class"":""italics""}"
